.metric,.estimator,.estimate,umi_cutoff,group
precision,binary,0.5626569276420909,0,CD4-6h-2e11
recall,binary,1,0,CD4-6h-2e11
precision,binary,0.5675115207373271,1,CD4-6h-2e11
recall,binary,0.9991886409736308,1,CD4-6h-2e11
precision,binary,0.5805004721435316,2,CD4-6h-2e11
recall,binary,0.9975659229208925,2,CD4-6h-2e11
precision,binary,0.6020608439646713,3,CD4-6h-2e11
recall,binary,0.9955375253549695,3,CD4-6h-2e11
precision,binary,0.6357031655422937,4,CD4-6h-2e11
recall,binary,0.9939148073022313,4,CD4-6h-2e11
precision,binary,0.6782150776053215,5,CD4-6h-2e11
recall,binary,0.9926977687626775,5,CD4-6h-2e11
precision,binary,0.7208271787296898,6,CD4-6h-2e11
recall,binary,0.9898580121703854,6,CD4-6h-2e11
precision,binary,0.7562266500622665,7,CD4-6h-2e11
recall,binary,0.9853955375253549,7,CD4-6h-2e11
precision,binary,0.7825806451612903,8,CD4-6h-2e11
recall,binary,0.9841784989858012,8,CD4-6h-2e11
precision,binary,0.8037848605577689,9,CD4-6h-2e11
recall,binary,0.9821501014198782,9,CD4-6h-2e11
precision,binary,0.8219645293315143,10,CD4-6h-2e11
recall,binary,0.9776876267748479,10,CD4-6h-2e11
precision,binary,0.8342004856052723,11,CD4-6h-2e11
recall,binary,0.9756592292089249,11,CD4-6h-2e11
precision,binary,0.8471584892340275,12,CD4-6h-2e11
recall,binary,0.973630831643002,12,CD4-6h-2e11
precision,binary,0.8558172733761599,13,CD4-6h-2e11
recall,binary,0.9728194726166328,13,CD4-6h-2e11
precision,binary,0.863063063063063,14,CD4-6h-2e11
recall,binary,0.9716024340770791,14,CD4-6h-2e11
precision,binary,0.8675616835994194,15,CD4-6h-2e11
recall,binary,0.9699797160243407,15,CD4-6h-2e11
precision,binary,0.8728070175438597,16,CD4-6h-2e11
recall,binary,0.9687626774847871,16,CD4-6h-2e11
precision,binary,0.881243063263041,17,CD4-6h-2e11
recall,binary,0.9663286004056795,17,CD4-6h-2e11
precision,binary,0.8845867460908414,18,CD4-6h-2e11
recall,binary,0.963894523326572,18,CD4-6h-2e11
precision,binary,0.8898050974512743,19,CD4-6h-2e11
recall,binary,0.9630831643002028,19,CD4-6h-2e11
precision,binary,0.8918613413715147,20,CD4-6h-2e11
recall,binary,0.9602434077079107,20,CD4-6h-2e11
precision,binary,0.8938420853796751,21,CD4-6h-2e11
recall,binary,0.9598377281947261,21,CD4-6h-2e11
precision,binary,0.898176291793313,22,CD4-6h-2e11
recall,binary,0.959026369168357,22,CD4-6h-2e11
precision,binary,0.9012581014105986,23,CD4-6h-2e11
recall,binary,0.959026369168357,23,CD4-6h-2e11
precision,binary,0.9021780664883454,24,CD4-6h-2e11
recall,binary,0.9578093306288032,24,CD4-6h-2e11
precision,binary,0.9038314176245211,25,CD4-6h-2e11
recall,binary,0.956997971602434,25,CD4-6h-2e11
precision,binary,0.9054573405073021,26,CD4-6h-2e11
recall,binary,0.9557809330628804,26,CD4-6h-2e11
precision,binary,0.9073716711694326,27,CD4-6h-2e11
recall,binary,0.9537525354969574,27,CD4-6h-2e11
precision,binary,0.9087746424429841,28,CD4-6h-2e11
recall,binary,0.9537525354969574,28,CD4-6h-2e11
precision,binary,0.9107489328676756,29,CD4-6h-2e11
recall,binary,0.9521298174442191,29,CD4-6h-2e11
precision,binary,0.9135514018691588,30,CD4-6h-2e11
recall,binary,0.9517241379310345,30,CD4-6h-2e11
precision,binary,0.9149102263856362,31,CD4-6h-2e11
recall,binary,0.9509127789046653,31,CD4-6h-2e11
precision,binary,0.9176470588235294,32,CD4-6h-2e11
recall,binary,0.949290060851927,32,CD4-6h-2e11
precision,binary,0.9189614476789929,33,CD4-6h-2e11
recall,binary,0.9476673427991886,33,CD4-6h-2e11
precision,binary,0.9196217494089834,34,CD4-6h-2e11
recall,binary,0.9468559837728194,34,CD4-6h-2e11
precision,binary,0.9224376731301939,35,CD4-6h-2e11
recall,binary,0.9456389452332657,35,CD4-6h-2e11
precision,binary,0.9227110582639715,36,CD4-6h-2e11
recall,binary,0.944421906693712,36,CD4-6h-2e11
precision,binary,0.925248508946322,37,CD4-6h-2e11
recall,binary,0.9440162271805274,37,CD4-6h-2e11
precision,binary,0.9276867758689572,38,CD4-6h-2e11
recall,binary,0.9419878296146045,38,CD4-6h-2e11
precision,binary,0.9283713485394157,39,CD4-6h-2e11
recall,binary,0.9411764705882353,39,CD4-6h-2e11
precision,binary,0.9297752808988764,40,CD4-6h-2e11
recall,binary,0.9399594320486815,40,CD4-6h-2e11
precision,binary,0.9312424607961399,41,CD4-6h-2e11
recall,binary,0.939553752535497,41,CD4-6h-2e11
precision,binary,0.9330104923325262,42,CD4-6h-2e11
recall,binary,0.9379310344827586,42,CD4-6h-2e11
precision,binary,0.9329292929292929,43,CD4-6h-2e11
recall,binary,0.9367139959432048,43,CD4-6h-2e11
