.metric,.estimator,.estimate,umi_cutoff,group
specificity,binary,0.9942257217847769,128,500
precision,binary,0.9665653495440729,129,500
recall,binary,0.42119205298013246,129,500
sensitivity,binary,0.42119205298013246,129,500
specificity,binary,0.9942257217847769,129,500
precision,binary,0.9665653495440729,130,500
recall,binary,0.42119205298013246,130,500
sensitivity,binary,0.42119205298013246,130,500
specificity,binary,0.9942257217847769,130,500
precision,binary,0.9663608562691132,131,500
recall,binary,0.4185430463576159,131,500
sensitivity,binary,0.4185430463576159,131,500
specificity,binary,0.9942257217847769,131,500
precision,binary,0.9661538461538461,132,500
recall,binary,0.41589403973509936,132,500
sensitivity,binary,0.41589403973509936,132,500
specificity,binary,0.9942257217847769,132,500
precision,binary,0.9661538461538461,133,500
recall,binary,0.41589403973509936,133,500
sensitivity,binary,0.41589403973509936,133,500
specificity,binary,0.9942257217847769,133,500
precision,binary,0.9658385093167702,134,500
recall,binary,0.4119205298013245,134,500
sensitivity,binary,0.4119205298013245,134,500
specificity,binary,0.9942257217847769,134,500
precision,binary,0.9688473520249221,135,500
recall,binary,0.4119205298013245,135,500
sensitivity,binary,0.4119205298013245,135,500
specificity,binary,0.994750656167979,135,500
precision,binary,0.9716981132075472,136,500
recall,binary,0.40927152317880794,136,500
sensitivity,binary,0.40927152317880794,136,500
specificity,binary,0.9952755905511811,136,500
precision,binary,0.9715189873417721,137,500
recall,binary,0.4066225165562914,137,500
sensitivity,binary,0.4066225165562914,137,500
specificity,binary,0.9952755905511811,137,500
precision,binary,0.9712460063897763,138,500
recall,binary,0.40264900662251657,138,500
sensitivity,binary,0.40264900662251657,138,500
specificity,binary,0.9952755905511811,138,500
precision,binary,0.9711538461538461,139,500
recall,binary,0.4013245033112583,139,500
sensitivity,binary,0.4013245033112583,139,500
specificity,binary,0.9952755905511811,139,500
precision,binary,0.970873786407767,140,500
recall,binary,0.3973509933774834,140,500
sensitivity,binary,0.3973509933774834,140,500
specificity,binary,0.9952755905511811,140,500
precision,binary,0.9705882352941176,141,500
recall,binary,0.3933774834437086,141,500
sensitivity,binary,0.3933774834437086,141,500
specificity,binary,0.9952755905511811,141,500
precision,binary,0.9703947368421053,142,500
recall,binary,0.39072847682119205,142,500
sensitivity,binary,0.39072847682119205,142,500
specificity,binary,0.9952755905511811,142,500
precision,binary,0.9700996677740864,143,500
recall,binary,0.38675496688741723,143,500
sensitivity,binary,0.38675496688741723,143,500
specificity,binary,0.9952755905511811,143,500
precision,binary,0.97,144,500
recall,binary,0.38543046357615895,144,500
sensitivity,binary,0.38543046357615895,144,500
specificity,binary,0.9952755905511811,144,500
precision,binary,0.9696969696969697,145,500
recall,binary,0.38145695364238413,145,500
sensitivity,binary,0.38145695364238413,145,500
specificity,binary,0.9952755905511811,145,500
precision,binary,0.9696969696969697,146,500
recall,binary,0.38145695364238413,146,500
sensitivity,binary,0.38145695364238413,146,500
specificity,binary,0.9952755905511811,146,500
precision,binary,0.9695945945945946,147,500
recall,binary,0.3801324503311258,147,500
sensitivity,binary,0.3801324503311258,147,500
specificity,binary,0.9952755905511811,147,500
precision,binary,0.9693877551020408,148,500
recall,binary,0.37748344370860926,148,500
sensitivity,binary,0.37748344370860926,148,500
specificity,binary,0.9952755905511811,148,500
precision,binary,0.9691780821917808,149,500
recall,binary,0.3748344370860927,149,500
sensitivity,binary,0.3748344370860927,149,500
specificity,binary,0.9952755905511811,149,500
precision,binary,0.9724137931034482,150,500
recall,binary,0.37350993377483444,150,500
sensitivity,binary,0.37350993377483444,150,500
specificity,binary,0.9958005249343832,150,500
precision,binary,0.972318339100346,151,500
recall,binary,0.37218543046357616,151,500
sensitivity,binary,0.37218543046357616,151,500
specificity,binary,0.9958005249343832,151,500
precision,binary,0.9721254355400697,152,500
recall,binary,0.3695364238410596,152,500
sensitivity,binary,0.3695364238410596,152,500
specificity,binary,0.9958005249343832,152,500
precision,binary,0.9754385964912281,153,500
recall,binary,0.36821192052980134,153,500
sensitivity,binary,0.36821192052980134,153,500
specificity,binary,0.9963254593175853,153,500
precision,binary,0.9753521126760564,154,500
recall,binary,0.36688741721854307,154,500
sensitivity,binary,0.36688741721854307,154,500
specificity,binary,0.9963254593175853,154,500
precision,binary,0.9753521126760564,155,500
recall,binary,0.36688741721854307,155,500
sensitivity,binary,0.36688741721854307,155,500
specificity,binary,0.9963254593175853,155,500
precision,binary,0.975177304964539,156,500
recall,binary,0.36423841059602646,156,500
sensitivity,binary,0.36423841059602646,156,500
specificity,binary,0.9963254593175853,156,500
precision,binary,0.975,157,500
recall,binary,0.3615894039735099,157,500
sensitivity,binary,0.3615894039735099,157,500
specificity,binary,0.9963254593175853,157,500
precision,binary,0.9748201438848921,158,500
recall,binary,0.35894039735099337,158,500
sensitivity,binary,0.35894039735099337,158,500
specificity,binary,0.9963254593175853,158,500
precision,binary,0.9748201438848921,159,500
recall,binary,0.35894039735099337,159,500
sensitivity,binary,0.35894039735099337,159,500
specificity,binary,0.9963254593175853,159,500
precision,binary,0.9746376811594203,160,500
recall,binary,0.3562913907284768,160,500
sensitivity,binary,0.3562913907284768,160,500
specificity,binary,0.9963254593175853,160,500
precision,binary,0.9745454545454545,161,500
recall,binary,0.35496688741721855,161,500
sensitivity,binary,0.35496688741721855,161,500
specificity,binary,0.9963254593175853,161,500
precision,binary,0.9742647058823529,162,500
recall,binary,0.3509933774834437,162,500
sensitivity,binary,0.3509933774834437,162,500
specificity,binary,0.9963254593175853,162,500
precision,binary,0.974169741697417,163,500
recall,binary,0.34966887417218545,163,500
sensitivity,binary,0.34966887417218545,163,500
specificity,binary,0.9963254593175853,163,500
precision,binary,0.9776951672862454,164,500
recall,binary,0.3483443708609272,164,500
sensitivity,binary,0.3483443708609272,164,500
specificity,binary,0.9968503937007874,164,500
precision,binary,0.9776951672862454,165,500
recall,binary,0.3483443708609272,165,500
sensitivity,binary,0.3483443708609272,165,500
specificity,binary,0.9968503937007874,165,500
precision,binary,0.9776951672862454,166,500
recall,binary,0.3483443708609272,166,500
sensitivity,binary,0.3483443708609272,166,500
specificity,binary,0.9968503937007874,166,500
precision,binary,0.9776951672862454,167,500
recall,binary,0.3483443708609272,167,500
sensitivity,binary,0.3483443708609272,167,500
specificity,binary,0.9968503937007874,167,500
precision,binary,0.9775280898876404,168,500
recall,binary,0.3456953642384106,168,500
sensitivity,binary,0.3456953642384106,168,500
specificity,binary,0.9968503937007874,168,500
precision,binary,0.9774436090225563,169,500
recall,binary,0.3443708609271523,169,500
sensitivity,binary,0.3443708609271523,169,500
specificity,binary,0.9968503937007874,169,500
precision,binary,0.9774436090225563,170,500
recall,binary,0.3443708609271523,170,500
sensitivity,binary,0.3443708609271523,170,500
specificity,binary,0.9968503937007874,170,500
precision,binary,0.9772727272727273,171,500
recall,binary,0.34172185430463575,171,500
sensitivity,binary,0.34172185430463575,171,500
specificity,binary,0.9968503937007874,171,500
precision,binary,0.9770992366412213,172,500
recall,binary,0.3390728476821192,172,500
sensitivity,binary,0.3390728476821192,172,500
specificity,binary,0.9968503937007874,172,500
precision,binary,0.9769230769230769,173,500
recall,binary,0.33642384105960266,173,500
sensitivity,binary,0.33642384105960266,173,500
specificity,binary,0.9968503937007874,173,500
precision,binary,0.9768339768339769,174,500
recall,binary,0.3350993377483444,174,500
sensitivity,binary,0.3350993377483444,174,500
specificity,binary,0.9968503937007874,174,500
