conditions,genes,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
6h-2e11,Cdk2ap2,5.640853162889437e-9,0.3149785207636947,0.557,0.482,7.779300596940823e-5
6h-2e11,Hsd17b12,5.644144955171805e-9,-0.31321682659690026,0.474,0.55,7.783840307677436e-5
6h-2e11,Plp2,5.829209073530146e-9,0.22125348711608428,0.793,0.745,8.039062233305424e-5
6h-2e11,Clpp,5.912514337952823e-9,-0.3168078732380432,0.517,0.586,8.153948523470737e-5
6h-2e11,Rasgrp2,6.521826958094093e-9,0.9571410845352895,0.109,0.059,8.994251557907564e-5
6h-2e11,Rgs1,6.718473044242204e-9,-0.4300040787466993,0.468,0.534,9.265446175314424e-5
6h-2e11,Bcl3,6.8242600391131705e-9,0.7322031416408858,0.128,0.073,9.411337019940974e-5
6h-2e11,Eif4g2,7.265395803325165e-9,-0.1418053695923418,0.942,0.962,1.0019707352365735e-4
6h-2e11,C2cd4b,7.299749492244962e-9,-1.4951188786997527,0.015,0.044,1.0067084524755027e-4
6h-2e11,Tsr1,7.661745188440243e-9,-0.3376125523297244,0.405,0.486,1.0566312789377938e-4
6h-2e11,Socs3,7.989122557610771e-9,1.3545330642198965,0.065,0.027,1.1017798919201015e-4
6h-2e11,Klf3,8.033897995804594e-9,0.5292652799272064,0.324,0.248,1.1079548726014116e-4
6h-2e11,Ssh2,8.16917302260486e-9,0.21178565891299844,0.75,0.694,1.1266106515474363e-4
6h-2e11,Cth,8.339032468984792e-9,-1.0099512726317967,0.052,0.098,1.1500359677976926e-4
6h-2e11,Frmd8,8.37635771229421e-9,0.45249151855034975,0.351,0.273,1.1551834921024945e-4
6h-2e11,Maf1,8.409148779450682e-9,0.41778441151045764,0.352,0.273,1.1597057081740435e-4
6h-2e11,Kat2b,8.584284850306811e-9,0.45545507368978777,0.35,0.271,1.1838587237058124e-4
6h-2e11,Arid5b,8.81804210134794e-9,0.31931005823699543,0.601,0.525,1.2160961861968944e-4
6h-2e11,Rpl35a,8.951573593321413e-9,0.11112552941299025,1,0.996,1.234511514254956e-4
6h-2e11,Rpl9,9.116396838077242e-9,0.0701645476328201,1,1,1.2572422879392325e-4
6h-2e11,Psat1,9.205403816542616e-9,-0.2795801284043673,0.609,0.67,1.2695172403393923e-4
6h-2e11,Mapre2,9.383226225526234e-9,-0.48070318906169107,0.23,0.305,1.294040728762323e-4
6h-2e11,Psme3,9.435922758166976e-9,-0.33344288202369105,0.511,0.583,1.3013081075788076e-4
6h-2e11,Nipal3,9.47148773140398e-9,0.8278248410383453,0.122,0.07,1.306212873037923e-4
6h-2e11,Snx20,9.552140234814644e-9,0.516149044086639,0.305,0.231,1.3173356597832875e-4
6h-2e11,Utp4,9.88530426097099e-9,-0.3552236859212269,0.409,0.489,1.3632823106305092e-4
6h-2e11,Dimt1,1.0070256888418859e-8,-0.42314958969103045,0.273,0.352,1.3887891274818448e-4
6h-2e11,Tnik,1.0100128761108935e-8,0.3141729803785681,0.561,0.483,1.3929087574445333e-4
6h-2e11,Ndufv3,1.0155427193197501e-8,0.3071615640566445,0.535,0.456,1.4005349642138673e-4
6h-2e11,Slc7a5,1.06605298174322e-8,-0.40212493147618433,0.281,0.363,1.4701936671220747e-4
6h-2e11,Cd83,1.089415580494061e-8,-0.5706676696433586,0.17,0.239,1.5024130270593596e-4
6h-2e11,Aatf,1.1054470542304115e-8,-0.3090421658535014,0.416,0.503,1.5245220324891604e-4
6h-2e11,Chd2,1.1466049449942393e-8,0.2874086473282865,0.622,0.549,1.5812828796415556e-4
6h-2e11,Ralbp1,1.1692768150089692e-8,0.313624945270696,0.538,0.461,1.6125496555788695e-4
6h-2e11,Fosl1,1.1941056209220143e-8,-0.8741770808730296,0.055,0.101,1.6467910618135498e-4
6h-2e11,Rpl19,1.2024859543650314e-8,0.06485558350496134,1,1,1.6583483796648148e-4
6h-2e11,Tvp23b,1.2564099056295496e-8,-0.45583394828666157,0.241,0.315,1.732714900853712e-4
6h-2e11,Prex1,1.2745727531902789e-8,0.6179311113888608,0.187,0.124,1.7577632839247136e-4
6h-2e11,Ptpn1,1.2939787835133409e-8,0.2573282564900352,0.697,0.637,1.7845261403432483e-4
6h-2e11,G3bp1,1.3133430477130528e-8,-0.16659682114433427,0.834,0.889,1.811231397101071e-4
6h-2e11,Nfkb1,1.3346890449438119e-8,-0.1960206006851748,0.898,0.915,1.840669661882011e-4
6h-2e11,Strap,1.3716484282962371e-8,-0.29595018024339914,0.533,0.605,1.8916403474633406e-4
6h-2e11,Gimap7,1.3892746387497189e-8,0.6379636006639622,0.177,0.115,1.9159486542997373e-4
6h-2e11,Cnih3,1.4274038587054635e-8,-0.6141792895909441,0.122,0.184,1.9685326615407047e-4
6h-2e11,Scml4,1.4797419755527629e-8,0.4792290678696063,0.248,0.176,2.0407121584848154e-4
6h-2e11,Cpd,1.5037464778944177e-8,-0.37630286080585496,0.35,0.429,2.0738167676641914e-4
6h-2e11,Grk2,1.5069089223992886e-8,0.28032512598912745,0.554,0.477,2.078178094880859e-4
6h-2e11,Ube2n,1.580878153434848e-8,-0.18171877590253172,0.777,0.828,2.180189061401999e-4
6h-2e11,Eif3d,1.5970846654256946e-8,-0.21652523853119549,0.696,0.747,2.2025394620885753e-4
6h-2e11,Sept9,1.6292101096549557e-8,0.2845995062983395,0.591,0.516,2.2468436622251494e-4
6h-2e11,Nle1,1.667845299975811e-8,-0.45254078597120384,0.235,0.31,2.300125453196641e-4
6h-2e11,Dbt,1.6761786694948846e-8,-0.5145191846347883,0.151,0.218,2.3116180031003953e-4
6h-2e11,Nob1,1.748593507825814e-8,-0.3076677232156489,0.445,0.522,2.41148530664258e-4
6h-2e11,Myc,1.7853945488985842e-8,-0.3252754620816761,0.574,0.638,2.4622376223860373e-4
6h-2e11,Utp18,1.870069368974168e-8,-0.3313363209866774,0.384,0.467,2.579012666752275e-4
6h-2e11,Zfand6,1.8842881409836594e-8,0.3118418374558457,0.564,0.492,2.5986217752305645e-4
6h-2e11,Phb2,1.9393103087528663e-8,-0.19195702628619538,0.86,0.903,2.674502846801078e-4
6h-2e11,Chd1,1.9507225604302543e-8,-0.2597654095209766,0.569,0.641,2.690241483089364e-4
6h-2e11,Ndrg3,1.9724985026889883e-8,0.4607475808354653,0.314,0.239,2.720272685058384e-4
6h-2e11,Smap2,1.9727695698863084e-8,0.40862057978219357,0.365,0.289,2.720646513830208e-4
6h-2e11,Pde4d,2.0245089746431925e-8,0.3755534490935427,0.382,0.302,2.792000326930427e-4
6h-2e11,Snrpa1,2.0860504056948184e-8,-0.2179036531825152,0.704,0.754,2.876872114493724e-4
6h-2e11,Idh3a,2.1978215541056618e-8,-0.29313556086718473,0.473,0.551,3.031015705267118e-4
6h-2e11,Gm9856,2.2919484884881887e-8,-0.7668507941667615,0.069,0.119,3.160826160474061e-4
6h-2e11,Tmem42,2.3529294587099317e-8,-0.5438545452434349,0.152,0.217,3.244925016506867e-4
6h-2e11,Ldha,2.4138456156118602e-8,-0.11406156595046468,0.999,0.998,3.3289344884903163e-4
6h-2e11,Sbds,2.4882334775197984e-8,-0.2999554292124984,0.524,0.586,3.431522788847554e-4
6h-2e11,Mex3c,2.612143463391714e-8,-0.48519203879446193,0.18,0.249,3.602407050363513e-4
6h-2e11,Alcam,2.6199372710380303e-8,-0.42084297776575275,0.335,0.412,3.6131554904885474e-4
6h-2e11,Trnt1,2.683429420244652e-8,-0.3315611754572752,0.433,0.506,3.7007175134594e-4
6h-2e11,Aqp3,2.699844165046005e-8,0.8603560220004098,0.099,0.053,3.7233550880149454e-4
6h-2e11,Slc41a1,2.8070385708291117e-8,-0.704413085517698,0.092,0.146,3.871186893030428e-4
6h-2e11,Stk38,2.8085483982663606e-8,0.4363843713915916,0.385,0.312,3.873269096049138e-4
6h-2e11,Nxpe3,2.8093784996542584e-8,0.4501861846957782,0.367,0.291,3.8744138888731876e-4
6h-2e11,Rps18,2.8354473721878465e-8,0.09471778148697263,0.999,1,3.910365470984259e-4
6h-2e11,Stil,2.8680533224726256e-8,0.43963328409900915,0.305,0.231,3.955332337021998e-4
6h-2e11,Rbm19,2.974446462042803e-8,-0.5094267153836363,0.178,0.246,4.1020591158032297e-4
6h-2e11,Orai1,3.009969954384045e-8,-0.3004425776413219,0.541,0.606,4.151049564091036e-4
6h-2e11,Tm2d3,3.0382889347584797e-8,-0.3448674702966744,0.378,0.458,4.1901042699254195e-4
6h-2e11,Prpf40a,3.4039412823435175e-8,-0.17214581923690786,0.848,0.882,4.694375422479945e-4
6h-2e11,Lfng,3.5615811590055223e-8,0.42584116435191444,0.33,0.256,4.911776576384516e-4
6h-2e11,Atp11b,3.741816682273998e-8,0.3103794420677445,0.51,0.43,5.16033938652407e-4
6h-2e11,Il6ra,3.802401318234578e-8,0.4255750638072209,0.376,0.302,5.243891657977307e-4
6h-2e11,Lockd,3.8044452386298215e-8,0.4585254856085077,0.384,0.317,5.246710428594386e-4
6h-2e11,Surf2,3.81077498960036e-8,-0.4215056499340686,0.25,0.323,5.255439788157856e-4
6h-2e11,Uqcrq,3.8973384557139955e-8,-0.17715290296607034,0.804,0.843,5.374819464275171e-4
6h-2e11,Mrpl53,3.9455382388953394e-8,-0.3357517651539633,0.359,0.434,5.441291785260562e-4
6h-2e11,Zfp36l2,4.078786851400257e-8,0.33306195915423153,0.536,0.469,5.625054946766094e-4
6h-2e11,Malt1,4.123803973826655e-8,0.2980993239803038,0.653,0.585,5.68713806030434e-4
6h-2e11,Fas,4.185209446563888e-8,0.5783075927898704,0.254,0.188,5.771822347756258e-4
6h-2e11,Mettl16,4.292986196132613e-8,-0.331158410122041,0.461,0.527,5.920457263086487e-4
6h-2e11,Tma16,4.329491498824229e-8,-0.40712407024541797,0.272,0.346,5.970801726028494e-4
6h-2e11,Mtap,4.3567204912635796e-8,-0.32373384272329186,0.397,0.473,6.008353229501603e-4
6h-2e11,Etfbkmt,4.370491007033572e-8,0.7439277044707562,0.139,0.086,6.027344147799999e-4
6h-2e11,Trmt61a,4.389067945462125e-8,-0.5277207829954884,0.157,0.222,6.052963603586817e-4
6h-2e11,Mllt6,4.6092536665514864e-8,0.4570674814006468,0.299,0.227,6.356621731541154e-4
6h-2e11,Il2rb,4.752500179503368e-8,0.36362347461369227,0.472,0.402,6.554172997553095e-4
6h-2e11,Rpl27a,4.9082175157559525e-8,0.08566929057733841,0.999,0.999,6.768922775979034e-4
6h-2e11,Mki67,4.9160130708334875e-8,0.23989554655914658,0.829,0.804,6.779673625986462e-4
6h-2e11,Cyfip2,5.385872973841662e-8,0.25322482792721585,0.672,0.606,7.427657418225035e-4
6h-2e11,Fli1,5.830423283857841e-8,0.3295543645133848,0.406,0.325,8.040736750768349e-4
6h-2e11,Map2k6,5.8750984790726494e-8,0.9909838421539163,0.09,0.048,8.102348312489091e-4
6h-2e11,Sms,5.940268510466673e-8,-0.25349980428279517,0.634,0.686,8.192224302784589e-4
6h-2e11,Rpl7l1,5.987622057530702e-8,-0.252885603757642,0.601,0.655,8.257529579540591e-4
6h-2e11,Rpl7,6.009149936208073e-8,0.07604897621036466,1,1,8.287218677024553e-4
6h-2e11,Ube3a,6.028383824752928e-8,-0.2489456698958023,0.644,0.707,8.313744132716763e-4
6h-2e11,Pla2g4f,6.283229952003494e-8,0.6319457446135082,0.188,0.128,8.665202426808019e-4
6h-2e11,Tnfsf10,6.339541563201394e-8,0.666916712953467,0.153,0.097,8.742861769811043e-4
6h-2e11,Arrdc1,6.499609488951982e-8,0.49068852290638043,0.258,0.191,8.963611446213679e-4
6h-2e11,Mcm6,6.890686110791751e-8,0.23677895535732163,0.743,0.677,9.502945215392905e-4
6h-2e11,Polr1d,7.127215552297013e-8,-0.1684983526454673,0.888,0.909,9.829142968172811e-4
6h-2e11,Sh3bgrl3,7.472954489592997e-8,0.13596737831179428,0.956,0.939,0.0010305951536597703
6h-2e11,Wdr18,8.048493474926268e-8,-0.30584332060392505,0.436,0.504,0.0011099677351270817
6h-2e11,Nfkbie,8.105396349533346e-8,-0.4056592090823061,0.197,0.267,0.0011178152105641437
6h-2e11,Slc16a6,8.467832663156587e-8,-0.6414096604746251,0.122,0.179,0.001167798802575925
6h-2e11,Bcas3,8.707295020442353e-8,0.39925674043220094,0.313,0.239,0.001200823056269205
6h-2e11,Susd3,9.389854346402413e-8,0.8110260124047861,0.109,0.063,0.0012949548129123566
6h-2e11,Sesn3,9.411854504628988e-8,0.4291984398852925,0.389,0.318,0.0012979888547333836
6h-2e11,Ezr,9.713771390745457e-8,0.23000485110593427,0.794,0.741,0.001339626212497706
6h-2e11,Mtmr3,9.89652837300768e-8,0.399964892729326,0.409,0.339,0.0013648302279214892
6h-2e11,AI504432,1.0383372262164488e-7,-0.4414285249010004,0.198,0.267,0.0014319708686751046
6h-2e11,Ier2,1.0462556218908385e-7,-0.2291033633624467,0.642,0.693,0.0014428911281496553
6h-2e11,Irak2,1.0468336000085278e-7,-0.35911971571672474,0.3,0.374,0.0014436882177717607
6h-2e11,Cenpp,1.0998939058245504e-7,0.36278903918228433,0.479,0.408,0.0015168636855226374
6h-2e11,Tnfaip8l2,1.1154296954188671e-7,0.3885986461134243,0.331,0.258,0.0015382890929521596
6h-2e11,Xpo5,1.1254802712152891e-7,-0.34469005288323773,0.299,0.377,0.0015521498420330052
6h-2e11,Ube2g2,1.1514568821332105e-7,-0.44642658747108177,0.223,0.291,0.0015879741861499106
6h-2e11,Cnn3,1.2023630814074842e-7,-0.4915361029849734,0.175,0.239,0.0016581789255690615
6h-2e11,Rere,1.2286391783410023e-7,0.36034274528796617,0.434,0.363,0.0016944162908500762
6h-2e11,Phb,1.2365645018552681e-7,-0.1872937621673042,0.754,0.805,0.0017053461045086003
6h-2e11,Eif3c,1.2889250692746595e-7,-0.12089769545892115,0.959,0.967,0.0017775565630366828
6h-2e11,Cpt1a,1.3134254229260954e-7,0.5486287455659888,0.197,0.136,0.0018113450007573781
6h-2e11,Rps15,1.338499440662096e-7,0.08560684673597807,1,1,0.0018459245786170966
6h-2e11,Shisa8,1.341155476053022e-7,-1.5922278148561269,0.012,0.037,0.0018495875170247225
6h-2e11,Snx5,1.3486986981697e-7,-0.23295990295837915,0.714,0.75,0.0018599903746458332
6h-2e11,Sytl1,1.3528472176272697e-7,0.803353982605949,0.094,0.051,0.0018657115978297676
6h-2e11,Rrp9,1.3783945960142298e-7,-0.3691612268920632,0.288,0.361,0.0019009439873632244
6h-2e11,Anxa6,1.3960667372013933e-7,0.34707312864260276,0.457,0.387,0.0019253156372744415
6h-2e11,Rpl24,1.4369958264604705e-7,0.08931852312539412,1,0.999,0.001981760944271635
6h-2e11,Ass1,1.4724750094905355e-7,0.28250343762839103,0.603,0.535,0.0020306902855883975
6h-2e11,Spin4,1.5376570962593567e-7,-0.8079894889602484,0.068,0.113,0.002120582901451279
6h-2e11,Uspl1,1.5421555023911043e-7,-0.39320387882056673,0.253,0.324,0.002126786653347572
6h-2e11,Angptl4,1.5618662845743852e-7,-0.6132508118198556,0.1,0.153,0.002153969793056535
6h-2e11,Rpl26,1.6405257290319208e-7,0.08303280193268536,1,1,0.002262449032907922
6h-2e11,Sdad1,1.6439138993465045e-7,-0.3268919197062914,0.416,0.484,0.0022671216585887642
6h-2e11,Riok2,1.649953055078786e-7,-0.40345004120017314,0.297,0.366,0.0022754502582591537
6h-2e11,Nfkbib,1.6869199555307482e-7,-0.32861339779858767,0.412,0.484,0.0023264313106724547
6h-2e11,Mrps10,1.6886735838076503e-7,-0.3053272738173992,0.436,0.504,0.0023288497394291304
6h-2e11,Arhgdib,1.7373415816478174e-7,0.1384320630824094,0.97,0.965,0.002395967775250505
6h-2e11,Prmt6,1.9267560211788672e-7,-0.7046049460194617,0.086,0.135,0.0026571892288077756
6h-2e11,Tango6,1.9360011187927202e-7,-0.41494210846256063,0.24,0.308,0.0026699391429270405
6h-2e11,Cd3g,1.9371873991643178e-7,0.14395285526998358,0.935,0.916,0.0026715751421875107
6h-2e11,Rasgrp1,1.948959094492025e-7,0.33195028610063393,0.423,0.349,0.0026878094872139517
6h-2e11,Phf21a,1.971198812807239e-7,0.274525077584427,0.506,0.433,0.0027184802827424632
6h-2e11,Fyttd1,1.9904960646347454e-7,-0.29693206175255116,0.359,0.437,0.0027450931227377775
6h-2e11,Jade2,2.0183229639721257e-7,-0.3533112930192902,0.337,0.407,0.0027834691996139584
6h-2e11,Hsp90b1,2.0223299905131652e-7,-0.18219099663564986,0.932,0.953,0.002788995289916706
6h-2e11,Ctdsp2,2.0267127911209103e-7,0.47557403862971426,0.254,0.188,0.0027950396102348475
6h-2e11,Dnajc15,2.1113000875957578e-7,-0.248721630899417,0.585,0.641,0.0029116939508033097
6h-2e11,Ppp1r11,2.260482865803524e-7,-0.2501868074665793,0.576,0.643,0.00311743192022964
6h-2e11,Mif,2.3616443125087078e-7,-0.09343927629673487,1,0.999,0.0032569436713807587
6h-2e11,Rps3a1,2.373657733735262e-7,0.06959297207448856,1,1,0.0032735113805942998
6h-2e11,Snhg5,2.380129905776433e-7,-0.3699163171272797,0.272,0.342,0.0032824371530562786
6h-2e11,Rars2,2.386961529211839e-7,-0.34950159361506605,0.309,0.383,0.003291858644936047
6h-2e11,Pinx1,2.415071695187431e-7,-0.3661143474309507,0.313,0.384,0.003330625374832986
6h-2e11,Myh10,2.4376304604733156e-7,-0.41445869456842654,0.169,0.234,0.0033617361680387493
6h-2e11,Jagn1,2.45887863443866e-7,-0.3384324588290333,0.34,0.413,0.0033910395247543556
6h-2e11,Nudcd2,2.5302186978316034e-7,-0.21185620755190063,0.625,0.688,0.003489424606179564
6h-2e11,Etv4,2.5476409551805204e-7,-0.8409018963340529,0.047,0.086,0.0035134516412894555
6h-2e11,Kmt2e,2.5677339430019273e-7,0.2527852332600016,0.647,0.577,0.003541161880793958
6h-2e11,Ldb1,2.6504589615768174e-7,0.2978677530696143,0.501,0.426,0.003655247953910589
6h-2e11,Tbxa2r,2.669816603243169e-7,0.9742679372062217,0.073,0.037,0.0036819440775326547
6h-2e11,Arhgap18,2.729082500841309e-7,0.5270273141239823,0.226,0.164,0.003763677676910249
6h-2e11,Rnh1,2.802472190790775e-7,0.30912166326107504,0.422,0.345,0.003864889398319558
6h-2e11,Trmt6,2.820973451526221e-7,-0.3133684418606506,0.369,0.443,0.0038904044869998117
6h-2e11,Atf7ip,2.8547544581539466e-7,0.42158189546609903,0.337,0.27,0.003936991873240108
6h-2e11,S1pr4,2.951609412868111e-7,0.5955502653550822,0.19,0.132,0.004070564541286412
6h-2e11,Grwd1,2.972956887901887e-7,-0.40592984367961416,0.274,0.341,0.004100004844105492
6h-2e11,Hp1bp3,3.1152746864134853e-7,0.23808585685218475,0.701,0.641,0.0042962753200328375
6h-2e11,Nudc,3.144942536916342e-7,-0.21419171581768542,0.718,0.773,0.004337190252661327
6h-2e11,4930402H24Rik,3.389985824538463e-7,0.5543917195157295,0.2,0.142,0.004675129450620994
6h-2e11,Zfp593,3.3907959729391494e-7,-0.3177393607933884,0.373,0.446,0.004676246726280381
6h-2e11,Mxd1,3.400520657914591e-7,0.7678000699661278,0.11,0.066,0.0046896580393300125
6h-2e11,Tmem128,3.482177752255015e-7,-0.25264759057634045,0.494,0.564,0.004802271338134891
6h-2e11,Gpx1,3.5670619198334556e-7,0.14289087769520004,0.976,0.968,0.004919335093642318
6h-2e11,Rps16,3.72719893043963e-7,0.07244539746768996,1,1,0.005140180044969294
6h-2e11,Iars,3.9070424021609335e-7,-0.3217075624618678,0.401,0.469,0.0053882021768201435
6h-2e11,Pik3r5,3.907893971309538e-7,0.6359118005314808,0.154,0.102,0.005389376575832983
6h-2e11,Fau,3.9784675155862553e-7,0.08640573735272516,1,1,0.0054867045507450045
6h-2e11,Cep97,4.0768551456008947e-7,0.4203171661963476,0.296,0.229,0.005622390931298194
6h-2e11,Tuba1a,4.1184824810662125e-7,0.4159225363984904,0.309,0.242,0.005679799189638414
6h-2e11,Noc2l,4.2679345967030834e-7,-0.26952135737049965,0.543,0.604,0.005885908602313222
6h-2e11,H2afv,4.309022742131355e-7,0.13795748540769526,0.83,0.783,0.005942573263673351
6h-2e11,Slc4a11,4.342569629824039e-7,0.840480492420931,0.126,0.079,0.005988837776490332
6h-2e11,Il10ra,4.4089745484031265e-7,1.692580824470535,0.034,0.01,0.006080416799702752
6h-2e11,Notch2,4.6264085689525226e-7,0.39164981087821316,0.394,0.325,0.0063802800574424235
6h-2e11,Mcu,4.6912612947387884e-7,-0.364796000478546,0.31,0.378,0.006469718451574263
6h-2e11,Prpf4,4.7658197581537193e-7,-0.3542277590092171,0.317,0.385,0.006572542028469794
6h-2e11,Bcap29,4.840792761706953e-7,-0.2286682390636187,0.606,0.661,0.006675937297670059
6h-2e11,Rab8b,4.845713971514205e-7,-0.2219413250412673,0.66,0.726,0.00668272413811524
6h-2e11,Angptl2,4.929741933781735e-7,-0.646852756116238,0.107,0.159,0.006798607100878391
6h-2e11,Pdzk1ip1,4.980044199759432e-7,0.3608429487911671,0.35,0.28,0.0068679789558882326
6h-2e11,Timm13,4.997177803286809e-7,-0.16439864681196348,0.83,0.862,0.006891607908512839
6h-2e11,Fry,5.043551958927425e-7,0.7087395272232198,0.113,0.068,0.006955562506556812
6h-2e11,Pkp4,5.065228830413259e-7,-0.3725562283652202,0.358,0.422,0.006985457080022926
6h-2e11,Trnau1ap,5.116662132590525e-7,-0.34137136428415515,0.325,0.396,0.007056388747055593
6h-2e11,Ipo4,5.250949061816785e-7,-0.3907101711905885,0.222,0.288,0.007241583851151529
6h-2e11,A430093F15Rik,5.39783067265221e-7,-0.2506458369621209,0.684,0.72,0.007444148280654663
6h-2e11,Magoh,5.421216469096667e-7,-0.16173067889756587,0.812,0.844,0.007476399632531214
6h-2e11,Psmg3,5.650143383745611e-7,-0.30640772120527426,0.377,0.448,0.007792112740523572
6h-2e11,P2rx7,5.667982703282988e-7,0.9343343102171522,0.08,0.043,0.007816714946097569
6h-2e11,Map3k8,5.694954543573259e-7,-0.4149874299120542,0.233,0.299,0.007853911811041881
6h-2e11,Orc2,5.725006531015443e-7,-0.3171205767217583,0.398,0.464,0.007895356506923397
6h-2e11,Znrf1,5.803643675683296e-7,0.36440063507910625,0.392,0.323,0.008003804993134833
6h-2e11,Rps14,5.946684282377771e-7,0.0731230682884636,1,1,0.008201072293827183
6h-2e11,Dnaja2,5.986859661374524e-7,-0.18343591753832988,0.749,0.803,0.008256478159001606
6h-2e11,Dad1,6.065233809878002e-7,-0.14845722384335702,0.894,0.92,0.008364563947202752
6h-2e11,Itga3,6.265256340006094e-7,-1.172113207483775,0.03,0.061,0.008640415018502405
6h-2e11,Immp2l,6.304318618912414e-7,-0.3449161027516764,0.333,0.4,0.00869428580734211
6h-2e11,Thap2,6.347965649599225e-7,-0.44877502477500575,0.193,0.255,0.00875447942736229
6h-2e11,Zfp983,6.38530603293455e-7,0.7058312051634403,0.132,0.085,0.008805975550020039
6h-2e11,Pms1,6.451344915728697e-7,-0.38013712339808015,0.287,0.353,0.008897049773281446
6h-2e11,Rack1,6.539796211824313e-7,0.07078997167704593,1,1,0.00901903295572691
6h-2e11,Utp20,6.606816971032612e-7,-0.22783997862089417,0.48,0.559,0.009111461284751076
6h-2e11,Rcl1,6.673463885136333e-7,-0.34257303100997716,0.348,0.414,0.009203374043991517
6h-2e11,Hook3,6.734315403369622e-7,-0.3038912423472855,0.391,0.457,0.009287294372787046
6h-2e11,Pip5k1c,6.864018950620751e-7,0.5736678211511848,0.163,0.111,0.009466168534801077
6h-2e11,Cnn2,6.935613614694317e-7,0.2073648419054257,0.825,0.786,0.009564904736024933
6h-2e11,Rrs1,7.058443297997353e-7,-0.28329977596309985,0.406,0.479,0.00973429915226815
6h-2e11,Pfn1,7.069387048149818e-7,-0.06788001901418994,1,1,0.009749391678103415
6h-2e11,Dhrs9,7.074805921805771e-7,-1.7728000604979481,0.007,0.026,0.009756864846762338
6h-2e11,Txnl1,7.104878269853351e-7,-0.1761147069781983,0.7,0.751,0.009798337621954756
6h-2e11,6430571L13Rik,7.119823048059084e-7,1.0783027569248236,0.061,0.029,0.009818947965578284
6h-2e11,Ap1s3,7.249164673351382e-7,-0.4138412346656184,0.247,0.313,0.00999732300101889
6h-2e11,Adat1,7.439655017851554e-7,-0.4642604878569583,0.166,0.225,0.010260028235119078
6h-2e11,Ppid,7.55309068671313e-7,-0.2895733851379858,0.484,0.55,0.010416467366046078
6h-2e11,Lpin1,7.644539253046748e-7,0.6681966658435763,0.136,0.088,0.010542584083876769
6h-2e11,Top2b,7.765036713973626e-7,0.19887296674433314,0.74,0.669,0.010708762132241027
6h-2e11,Nup54,7.783238677791736e-7,-0.29618890645199103,0.412,0.48,0.010733864460542584
6h-2e11,Stard13,7.906664707272806e-7,-1.6742596922924013,0.008,0.028,0.010904081297799927
6h-2e11,Asf1a,7.933254878626276e-7,-0.2813145766153861,0.474,0.532,0.010940751803113496
6h-2e11,Psmd12,8.270390916582483e-7,-0.1758900195912147,0.715,0.773,0.011405696113058902
6h-2e11,Dlst,8.375155193751909e-7,-0.27200661872043475,0.395,0.467,0.011550176527703258
6h-2e11,Ppp3cc,8.833350295502599e-7,0.3952439823456,0.333,0.268,0.012182073392527634
6h-2e11,Gucy1a1,8.899953016187876e-7,0.9627221167985898,0.067,0.034,0.012273925204624699
6h-2e11,Mettl1,9.019235460557769e-7,-0.33984065322184176,0.388,0.451,0.01243842762365522
6h-2e11,Ikbke,9.146363528001757e-7,0.449986755329991,0.337,0.277,0.012613749941467222
6h-2e11,Cyb5a,9.32608184857882e-7,0.22557881487484988,0.59,0.515,0.01286159947737505
6h-2e11,Fgd3,9.510447390958617e-7,0.6014067594940689,0.158,0.107,0.01311585799687103
6h-2e11,BC031181,9.550762024030249e-7,-0.27991179596562876,0.406,0.48,0.013171455907340117
6h-2e11,Gm4070,9.638669087925967e-7,1.8099064662828397,0.029,0.008,0.0132926885391587
6h-2e11,Slc25a33,9.733929383594512e-7,-0.5829254697113906,0.098,0.147,0.013424062012915192
6h-2e11,Banf1,9.992448746772793e-7,-0.1356660898266191,0.933,0.938,0.01378058606667436
6h-2e11,Rbl2,1.0207061323106445e-6,0.44278959762922265,0.272,0.208,0.014076558270696099
6h-2e11,Fbxl20,1.044123077977734e-6,0.4243151259731024,0.259,0.196,0.01439950136839093
6h-2e11,Ube2m,1.0529382790857044e-6,-0.2194844360863255,0.705,0.738,0.01452107180687095
6h-2e11,Tmem71,1.065482119501897e-6,0.5968851719274402,0.181,0.128,0.01469406391005066
6h-2e11,Ak2,1.0762181848143007e-6,-0.18161177829992686,0.713,0.776,0.01484212498677402
6h-2e11,Rps11,1.1007827743320972e-6,0.07771996432213601,1,1,0.015180895240813952
6h-2e11,Srsf3,1.176610215734305e-6,-0.12559410983277997,0.95,0.966,0.016226631485191798
6h-2e11,Ero1l,1.180632139376301e-6,-0.39390581025858085,0.297,0.36,0.016282097834138566
6h-2e11,Eif2s3x,1.2081124475415123e-6,-0.2350532819899567,0.585,0.637,0.016661078764044997
6h-2e11,Baz1a,1.2106809081866057e-6,-0.20405579293013537,0.591,0.655,0.01669650040480148
6h-2e11,Rps19bp1,1.213080375391952e-6,-0.3284487550165476,0.308,0.378,0.01672959145703041
6h-2e11,Gcsh,1.2279126048150915e-6,-0.3152984689590501,0.282,0.351,0.016934142733004927
6h-2e11,Bccip,1.2468466842788973e-6,-0.2372969678257068,0.506,0.577,0.017195262622890273
6h-2e11,Scd2,1.2774195899866232e-6,0.3314031893813414,0.44,0.375,0.01761689356550552
6h-2e11,Hgh1,1.281256961017861e-6,-0.47700870550395,0.15,0.206,0.01766981474939732
6h-2e11,Polr2f,1.3120949536940363e-6,-0.18691007980856467,0.713,0.754,0.018095101506394453
